id_postulante,correo,num_telefono,nombres,apellidos,nota_postulacion,opcion_1,politica_cuotas,vulnerable,cuadro_honor,pueblo_nacionalidad,titulo_superior
P1406,miguel1406@mail.com,0989097867,Miguel,Lopez,733,MA1,NO,NO,NO,NO,NO
P1407,maria1407@mail.com,0965853198,Maria,Zambrano,991,IN1,NO,NO,NO,NO,NO
P1408,sofia1408@mail.com,0993177544,Sofia,Vera,819,AR1,NO,NO,NO,NO,NO
P1409,rosa1409@mail.com,0959505842,Rosa,Garcia,706,EN1,NO,NO,NO,NO,NO
P1410,pedro1410@mail.com,0968086506,Pedro,Vera,908,CO2,NO,SI,NO,NO,NO
P1411,luis1411@mail.com,0943373161,Luis,Castro,662,IS3,NO,NO,SI,NO,NO
P1412,sofia1412@mail.com,0940702015,Sofia,Gomez,791,AD1,NO,NO,NO,NO,NO
P1413,sofia1413@mail.com,0956333852,Sofia,Vera,999,AD1,NO,NO,NO,NO,NO
P1414,ana1414@mail.com,0962505799,Ana,Zambrano,869,IN1,NO,NO,NO,NO,NO
P1415,luis1415@mail.com,0924578598,Luis,Mendoza,953,PS1,NO,NO,NO,NO,NO
P1416,lucia1416@mail.com,0918166380,Lucia,Perez,883,IN1,NO,NO,NO,NO,NO
P1417,lucia1417@mail.com,0913108832,Lucia,Perez,842,DE1,NO,NO,NO,NO,NO
P1418,rosa1418@mail.com,0931316839,Rosa,Lopez,852,AD2,SI,NO,NO,NO,NO
P1419,carlos1419@mail.com,0932484129,Carlos,Torres,833,IN1,NO,NO,NO,NO,NO
P1420,luis1420@mail.com,0976887683,Luis,Mendoza,872,DE1,SI,NO,NO,NO,NO
P1421,sofia1421@mail.com,0970410548,Sofia,Gomez,917,MA1,SI,NO,NO,NO,NO
P1422,lucia1422@mail.com,0958934960,Lucia,Castro,891,IS2,SI,NO,NO,NO,NO
P1423,juan1423@mail.com,0912329734,Juan,Cedeño,866,DE1,NO,NO,NO,NO,NO
P1424,sofia1424@mail.com,0919181784,Sofia,Gomez,792,IS2,NO,NO,NO,NO,NO
P1425,pedro1425@mail.com,0999259724,Pedro,Garcia,709,MA1,NO,NO,NO,NO,NO
P1426,pedro1426@mail.com,0964289614,Pedro,Gomez,902,AR1,NO,NO,NO,NO,NO
P1427,pedro1427@mail.com,0924111541,Pedro,Castro,827,PS1,NO,NO,SI,NO,NO
P1428,maria1428@mail.com,0937423839,Maria,Cedeño,685,CO2,NO,NO,NO,NO,NO
P1429,miguel1429@mail.com,0931643215,Miguel,Garcia,768,EN1,NO,NO,NO,NO,NO
P1430,juan1430@mail.com,0986705446,Juan,Lopez,980,IS2,NO,NO,NO,NO,NO
P1431,carlos1431@mail.com,0959003564,Carlos,Vera,677,EN1,NO,NO,NO,NO,NO
P1432,carlos1432@mail.com,0991293037,Carlos,Perez,725,MA1,NO,SI,NO,NO,NO
P1433,luis1433@mail.com,0973380418,Luis,Torres,669,EC1,NO,NO,NO,NO,NO
P1434,carlos1434@mail.com,0925548704,Carlos,Castro,806,EN1,NO,NO,NO,NO,NO
P1435,juan1435@mail.com,0997646469,Juan,Zambrano,720,CO2,SI,NO,SI,NO,NO
P1436,carlos1436@mail.com,0940935138,Carlos,Vera,661,IS3,NO,NO,NO,NO,SI
P1437,lucia1437@mail.com,0950695424,Lucia,Vera,951,DE1,SI,NO,NO,NO,NO
P1438,luis1438@mail.com,0995418247,Luis,Cedeño,905,ME1,NO,NO,NO,NO,NO
P1439,pedro1439@mail.com,0972393209,Pedro,Lopez,920,CO2,SI,NO,NO,NO,NO
P1440,ana1440@mail.com,0986695077,Ana,Mendoza,988,AD1,NO,NO,NO,NO,NO
P1441,rosa1441@mail.com,0959080518,Rosa,Vera,795,IN1,NO,NO,NO,NO,NO
P1442,carlos1442@mail.com,0977521412,Carlos,Gomez,962,EN1,NO,NO,NO,NO,NO
P1443,lucia1443@mail.com,0942811133,Lucia,Torres,879,AD1,SI,NO,NO,NO,NO
P1444,pedro1444@mail.com,0929287040,Pedro,Castro,970,AD2,NO,NO,NO,NO,NO
P1445,carlos1445@mail.com,0925749947,Carlos,Castro,845,DE1,NO,NO,NO,NO,NO
P1446,maria1446@mail.com,0911580300,Maria,Mendoza,678,EN1,NO,NO,NO,NO,NO
P1447,lucia1447@mail.com,0956769592,Lucia,Castro,743,IN1,NO,SI,NO,NO,NO
P1448,maria1448@mail.com,0977258393,Maria,Castro,774,ME1,SI,NO,NO,NO,NO
P1449,pedro1449@mail.com,0945884610,Pedro,Zambrano,776,IS3,SI,NO,NO,NO,NO
P1450,sofia1450@mail.com,0950900542,Sofia,Gomez,690,AD1,NO,NO,NO,NO,NO
P1451,sofia1451@mail.com,0979806459,Sofia,Garcia,661,PS1,NO,NO,NO,NO,NO
P1452,juan1452@mail.com,0960917352,Juan,Zambrano,963,AR1,NO,NO,SI,NO,NO
P1453,luis1453@mail.com,0954073982,Luis,Gomez,902,IN1,NO,NO,NO,NO,NO
P1454,pedro1454@mail.com,0948315885,Pedro,Lopez,691,IN1,NO,NO,NO,NO,NO
P1455,pedro1455@mail.com,0922660814,Pedro,Mendoza,836,PS1,NO,NO,NO,NO,NO
P1456,luis1456@mail.com,0939293244,Luis,Zambrano,814,AR1,NO,NO,NO,NO,NO
P1457,juan1457@mail.com,0939080228,Juan,Zambrano,981,CO2,NO,SI,NO,NO,NO
P1458,ana1458@mail.com,0988436939,Ana,Castro,898,ME1,SI,NO,NO,NO,NO
P1459,ana1459@mail.com,0965269921,Ana,Garcia,651,CO1,NO,NO,NO,NO,NO
P1460,juan1460@mail.com,0923223923,Juan,Zambrano,953,CO1,NO,NO,NO,NO,NO
P1461,carlos1461@mail.com,0967858475,Carlos,Mendoza,948,MA1,NO,NO,NO,NO,NO
P1462,miguel1462@mail.com,0960993056,Miguel,Gomez,786,ME1,NO,NO,NO,NO,NO
P1463,carlos1463@mail.com,0984600390,Carlos,Vera,843,PS1,NO,NO,NO,NO,NO
P1464,ana1464@mail.com,0973716867,Ana,Mendoza,704,IS3,NO,NO,NO,NO,SI
P1465,rosa1465@mail.com,0977712093,Rosa,Zambrano,900,IS2,NO,NO,NO,NO,NO
P1466,sofia1466@mail.com,0964248917,Sofia,Castro,867,AR1,NO,SI,NO,NO,NO
P1467,miguel1467@mail.com,0925959152,Miguel,Torres,865,IS2,NO,SI,NO,NO,NO
P1468,pedro1468@mail.com,0921509475,Pedro,Castro,853,IS3,NO,NO,NO,NO,SI
P1469,miguel1469@mail.com,0947563808,Miguel,Torres,859,AD1,NO,NO,NO,NO,NO
P1470,pedro1470@mail.com,0951962964,Pedro,Cedeño,673,IS1,NO,SI,NO,NO,NO
P1471,juan1471@mail.com,0923949948,Juan,Mendoza,883,ME1,NO,NO,NO,NO,NO
P1472,miguel1472@mail.com,0982057793,Miguel,Torres,888,IS3,NO,NO,NO,NO,NO
P1473,lucia1473@mail.com,0960614595,Lucia,Castro,843,IS3,NO,NO,NO,NO,SI
P1474,maria1474@mail.com,0967855515,Maria,Cedeño,776,CO1,NO,NO,SI,NO,NO
P1475,ana1475@mail.com,0960005034,Ana,Mendoza,809,IN1,NO,NO,NO,NO,NO
P1476,maria1476@mail.com,0936778781,Maria,Mendoza,839,CO1,NO,NO,NO,NO,NO
P1477,carlos1477@mail.com,0965126109,Carlos,Zambrano,753,EC1,NO,NO,NO,NO,SI
P1478,carlos1478@mail.com,0963067301,Carlos,Lopez,758,CO1,NO,NO,NO,NO,SI
P1479,ana1479@mail.com,0987672668,Ana,Zambrano,821,IS1,NO,NO,NO,NO,SI
P1480,carlos1480@mail.com,0951030657,Carlos,Castro,706,CO1,NO,NO,NO,NO,NO
P1481,maria1481@mail.com,0962788512,Maria,Perez,718,IS2,NO,NO,NO,NO,NO
P1482,maria1482@mail.com,0927433516,Maria,Torres,850,MA1,NO,NO,NO,NO,NO
P1483,carlos1483@mail.com,0997639376,Carlos,Garcia,995,IN1,NO,NO,NO,NO,NO
P1484,luis1484@mail.com,0924983123,Luis,Perez,964,AD2,NO,NO,NO,NO,NO
P1485,rosa1485@mail.com,0920518131,Rosa,Mendoza,981,EC1,NO,NO,NO,NO,NO
P1486,miguel1486@mail.com,0938754932,Miguel,Perez,697,MA1,NO,NO,NO,NO,NO
P1487,juan1487@mail.com,0998505517,Juan,Cedeño,765,DE1,SI,NO,NO,NO,NO
P1488,ana1488@mail.com,0986253031,Ana,Mendoza,756,IS1,NO,NO,NO,NO,NO
P1489,miguel1489@mail.com,0958982847,Miguel,Perez,971,MA1,NO,NO,NO,NO,NO
P1490,sofia1490@mail.com,0973081800,Sofia,Zambrano,948,IS3,NO,NO,NO,NO,NO
P1491,miguel1491@mail.com,0974620886,Miguel,Perez,825,DE1,NO,NO,NO,NO,NO
P1492,juan1492@mail.com,0957513730,Juan,Gomez,834,IS2,NO,NO,NO,NO,NO
P1493,pedro1493@mail.com,0912589234,Pedro,Gomez,747,DE1,NO,NO,NO,NO,NO
P1494,maria1494@mail.com,0912587553,Maria,Cedeño,835,EC1,SI,NO,NO,NO,NO
P1495,lucia1495@mail.com,0983662305,Lucia,Perez,954,AD2,NO,SI,NO,NO,NO
P1496,ana1496@mail.com,0984612740,Ana,Gomez,828,AD2,NO,NO,SI,NO,NO
P1497,carlos1497@mail.com,0964782454,Carlos,Gomez,666,AR1,NO,SI,NO,NO,NO
P1498,rosa1498@mail.com,0957891582,Rosa,Lopez,963,IS2,NO,NO,NO,NO,NO
P1499,pedro1499@mail.com,0972232719,Pedro,Zambrano,954,AD1,NO,NO,NO,NO,NO
P1500,juan1500@mail.com,0970645028,Juan,Mendoza,772,CO1,NO,SI,NO,NO,NO
